id,gold,gold_multi,pred,text,votes,top_votes,K,confidence,correct
794,NaturalPlace,NaturalPlace,NaturalPlace,Kings River (Nevada).  The Kings River is a tributary of the Quinn River about 40 mi (64 km) long in northwestern Nevada and south-central Oregon in the United States. It drains a remote arid area of the northwestern Great Basin.The river rises in northern Humboldt County Nevada west of Disaster Peak in The Granites near the Oregon state line. Flowing northwest it crosses briefly into Harney County Oregon then turns sharply south and re-enters Nevada for the rest of its course.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 5, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
795,Building,Building,Building,Palazzo Ghisilardi Fava.  Palazzo Ghisilardi Fava located on Via Manzoni in Bologna is a Renaissance style palace now housing the Medieval Civic Museum di Bologna and serving a site for changing exhibitions. It is also known for the rooms with frescoes (1598) painted by Ludovico Annibale and Agostino Carracci. They are considered among the first Baroque masterpieces.Built for the notary and chancellor Bartolomeo Ghisilardi between 1484 and 1491 on designs of Zilio Montanari.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
796,Building,Building,Building,Ortaköy Mosque.  Ortaköy Mosque (Turkish: Ortaköy Camii) officially the Büyük Mecidiye Camii (Grand Imperial Mosque of Sultan Abdülmecid) in Beşiktaş Istanbul Turkey is situated at the waterside of the Ortaköy pier square one of the most popular locations on the Bosphorus.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
797,Film,Film,Film,Grow Up Tony Phillips.  Grow Up Tony Phillips is a 2013 comedy film by American director Emily Hagins and her fourth feature film. It was first released on October 31 2013 at the South by Southwest film festival and stars Tony Vespe as Tony Phillips a young teenager's love for Halloween. Unlike her prior feature-length films Grow Up Tony Phillips does not feature any supernatural elements seen in past films such as Pathogen or My Sucky Teen Romance.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
798,Athlete,Athlete,Athlete,Dick See.  Dick See was a rugby league player who competed in the Australian New South Wales Rugby League premiership (NSWRL).A long serving Lock forward See played for Eastern Suburbs in one of the bleakest periods of the clubs existence. See played for Easts in the year (1956–63) in those years the club only made the semis on one occasion they went all the way to the grand final that year 1960 only to be defeated by St George.See also spent one season playing for the Newtown club 1964.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 5, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
799,EducationalInstitution,EducationalInstitution,EducationalInstitution,Ahmednagar College.  Ahmednagar College was founded in 1947 by the late Dr. B.P.Hivale with the support and co-operation of the American Marathi Mission Bombay the American Board of Commissioners for Foreign Missions Boston Minnepolis Minnesota the late Mr. William H. Danforth of St. Louis Missouri and a number of other individual friends and groups.,"{""Company"": 0, ""EducationalInstitution"": 5, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
800,Animal,Animal,Company,Pediasia.  Pediasia is a genus of small moths in the family Crambidae. They are widespread across temperate Eurasia and adjacent regions.Despite this genus being proposed as early as 1825 it was not widely recognized until the mid-20th century. Consequently most species were initially placed in the closely related genus Crambus.,"{""Company"": 4, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
801,NaturalPlace,NaturalPlace,NaturalPlace,Maple Lake (Nova Scotia).  Maple Lake (Nova Scotia) is a lake of Halifax Regional Municipality Nova Scotia Canada.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 5, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
802,Album,Album,Artist,Sara Bareilles: Unplugged on VH1.  Unplugged on VH1 is a live EP by Sara Bareilles recorded during a live session broadcast on VH1.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 5, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
803,Animal,Animal,Animal,Homoeosoma nanophasma.  Homoeosoma nanophasma is a species of snout moths in the genus Homoeosoma. It was described by Neunzig in 1997. It is found in Florida.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 5, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
804,MeanOfTransportation,MeanOfTransportation,OfficeHolder,Chikyū.  Chikyū (ちきゅう) is a Japanese scientific drilling ship built for the Integrated Ocean Drilling Program (IODP).,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 2, ""MeanOfTransportation"": 0, ""Building"": 2, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",2,5,0.4,0
805,Village,Village,Village,Marvashkan.  Marvashkan (Persian: مروشكان‎ also Romanized as Marvashkān and Marveshkān) is a village in Tujerdi Rural District Sarchehan District Bavanat County Fars Province Iran. At the 2006 census its population was 1361 in 318 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
806,WrittenWork,WrittenWork,Company,Rokovnjači.  Rokovnjači (The Bandits)is a novel by Slovenian author Josip Jurčič. It was first published in 1881.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
807,Album,Album,Album,Ships (album).  Ships is the seventh full length album by New Jersey indie rock band Danielson. The album was a massive collaboration among Daniel Smith and various other musicians.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
808,Building,Building,Building,House at 36 Aegean Avenue.  The House at 36 Aegean Avenue is a historic home in the Davis Islands neighborhood of Tampa Florida United States. It is located at 36 Aegean Avenue. On November 13 1989 it was added to the U.S. National Register of Historic Places.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
809,Artist,Artist,Artist,Pezet.  Paweł Kapliński (Polish pronunciation: [ˈpavɛw kaˈpliɲskʲi] born April 18 1980) better known by his stage name Pezet (Polish pronunciation: [ˈpɛzɛt]) is a Polish rapper. In 1998 he debuted with Onar in Płomień 81 and they published 3 albums. He started working with Noon in 2002 publishing 2 albums. 5 years later in 2007 his first solo album hit stores.Pezet hosted the program Rap Fura on Viva. He also had an episode in a crime drama television series called Kryminalni on TVN.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 4, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
810,Film,Film,Film,I Accuse.  I Accuse is a 2003 drama film directed by John Ketcham. It is based on the case of Dr. John Schneeberger a Canadian doctor convicted of using drugs to rape two patients.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
811,Company,Company,Company,Jamaica Urban Transit Company.  The Jamaica Urban Transit Company (JUTC) is the government owned bus service operating within the Kingston Metropolitan Transit Region (KMTR) Spanish Town and Portmore. The company is headquartered in Rockfort Kingston with its primary hubs being the North West and South Parades (NWS Parades) in Downtown Kingston; and the newly built Half Way Tree Transport Centre in Half Way Tree Saint Andrew.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
812,Company,Company,Company,Highmark.  Highmark is a not-for-profit healthcare company based in Pittsburgh Pennsylvania United States. It is the largest health insurer in Pennsylvania and through a purchase in 1996 the largest health insurer in West Virginia and also later Delaware . As Highmark Blue Cross Blue Shield it primarily serves the 29 counties of western Pennsylvania. As Highmark Blue Shield it services 21 counties of Central Pennsylvania and the Lehigh Valley.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
813,NaturalPlace,NaturalPlace,NaturalPlace,Huia River.  The Huia River is a river of New Zealand's South Island West Coast. It flows north to meet with the Kakapo River two kilometres before the latter flows into the Karamea River 17 kilometres to the east of Karamea.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 5, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
814,WrittenWork,WrittenWork,Animal,Creatures of Light and Darkness.  Creatures of Light and Darkness is a 1969 science fiction novel by Roger Zelazny. Long out of print it was reissued in April 2010.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 4, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",4,5,0.8,0
815,Company,Company,Company,Partners of the Americas.  Partners of the Americas was inspired by President of the United States John F. Kennedy who in 1963 launched the Alliance for Progress a program of government-to-government economic cooperation across the Western Hemisphere. It is a 501(c)(3) non-profit organization headquartered in Washington D.C..,"{""Company"": 4, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
816,Building,Building,Building,Capt. John Wilson House and Bates Ship Chandlery.  Capt. John Wilson House and Bates Ship Chandlery are historic buildings at 4 Elm Street in Cohasset Massachusetts. They are now owned by the Cohasset Historical Society. Open in the summer the Captain John Wilson House is now a historic house museum and the Chandlery houses displays about the town's maritime heritage.The chandlery was built in 1754 and the house in 1810. They were added to the National Register of Historic Places in 2002.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
817,Artist,Artist,Company,Sirkazhi Govindarajan.  Sirkazhi Govindarajan (Tamil: சீர்காழி கோவிந்தராஜன்; January 19 1933 - March 24 1988) was a leading vocalist in Carnatic Music.Govindarajan was born at Sirkali a small town in Madras Presidency (Present day Tamil Nadu) to Siva Chidambaram and Avayambal Ammal. Sirkali was the birthplace of Thirugnanasambandar one of the Samaya Naalvar and the 63 Nayanmar of the Saiva faith.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
818,EducationalInstitution,EducationalInstitution,Company,National Institute of Technology Hamirpur.  The National Institute of Technology Hamirpur (commonly referred to as NIT Hamirpur) is a public engineering college located in Hamirpur Himachal Pradesh India. It is one of the thirty National Institutes of Technology established administered and funded by Government of India. It conducts undergraduate and postgraduate programmes in Engineering and Architecture and Doctor of Philosophy programme in Engineering Pure Science and Humanities.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
819,Film,Film,Film,Krishnan Marriage Story.  Krishnan Marriage Story is an Indian Kannada-language romantic drama film written and directed by debutant Nuthan Umesh starring Ajay Rao and Nidhi Subbaiah in the lead roles. Vijaya Kumar is the producer and Sridhar V. Sambhram is the music director of the film. The story revolves around the main lead character who plays an advertising executive and his large joint family.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 4, ""WrittenWork"": 0}",4,5,0.8,1
820,WrittenWork,WrittenWork,Company,Pieces of Modesty.  Pieces of Modesty is a short story collection by Peter O'Donnell featuring his action heroine Modesty Blaise first published in 1972. It was O'Donnell's first such collection of stories (he would publish a second Cobra Trap decades later).,"{""Company"": 3, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",3,5,0.6,0
821,Company,Company,Company,Columbus Salame.  Columbus Salame (Columbus Sausage Company Columbus Foods Inc.) is an American food processing company specializing in salami and other prepared delicatessen meats founded in San Francisco in 1917. Their current headquarters are in Hayward California. Their products are sold at supermarkets locally and nationwide including Costco Safeway Cost Plus and Trader Joe's. Their artisanal products including specialty salumi have been praised by food critics.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
